index,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,salary-class
1856_a, danielle, clarke,45, erldunda circuit, avenel, mona vale,4815, sa,19460817,1807971,>50K
1857_a, mia, eke,175, fitchett street, minnavale, monduran,2021, nsw,19400109,8507820,<=50K
1858_a, jye, sydorenko,5, southern cross drive, glenachcrawne, wallsend,2280, wa,19270413,7171399,<=50K
1859_a, kane, paine,109, mt warning crescent, wandary hill, daw park,2022, qld,19301227,2246239,>50K
1860_a, stella, spratt,21, revell close, lytton, dianella,3357, nsw,19470109,3519818,<=50K
1861_a, mitchell, satterley,15, faunce crescent, eden park, cecil plains,2131, nsw,19420624,8285291,<=50K
1862_a, kayla, fendy,14, nemarang crescent, telopea park, paddington,4109, vic,19470126,6141847,<=50K
1863_a, kiria, green,8, tallon place, craigston l1bg, kondinin,2045, wa,19390924,3477374,>50K
1864_a, benjamin, howie,2, fitzsimmons street, willandra, andergrove,3182, vic,19970912,1279138,<=50K
1865_a, paris, sonnack,42, clode crescent, knackery rhs, ballarat,3130, vic,19220619,2096926,<=50K
1866_a, cambell, clarke,26, warrego circuit, clanoc cottage, macquarie plains,2046, vic,19570506,3865988,<=50K
1867_a, harry, byrt,2, brereton street, virginia estate, south grafton,3006, nsw,19970708,6112200,<=50K
1868_a, arabella, basyaruddin,76, beddome place, cascade condo, bargara,6056, wa,19051108,7520209,<=50K
1869_a, barnaby, du,22, mcconnel crescent, padgee, bundaberg,5211, nsw,19200622,7692441,<=50K
1870_a, tyler, hursey,17, marr street, kilnacrott, salisbury heights,3175, qld,19050606,3988955,<=50K
1871_a, kade, laing,31, robin place, pia place, strathalbyn,3207, qld,19120703,5571766,<=50K
1872_a, talissa, irudayaraj,85, alawa street, mundine 30 km, magill,4019, qld,19510315,1178388,<=50K
1873_a, riley, mainsbridge,7, brunswick circuit, glenresa, scarborough,3564, vic,19890422,1036760,<=50K
1874_a, grace, mewett,19, wattle street, mt moornambool, port neill,5125, act,19101115,9103409,<=50K
1875_a, cameron, provan,36, crommelin place, goyder centre, forrest,6059, nsw,19841208,6733053,<=50K
1876_a, rachel, fragomeli,25, warby place, crisvale, caulfield north,2145, vic,19840903,4480294,<=50K
1877_a, taalia, lowe,10, alberga street, robin's cottage, toowoomba,5072, nsw,19140512,5974398,<=50K
1878_a, abii, zilm,27, glover street, alongamor, beechboro,3070, sa,19680921,4597212,<=50K
1879_a, thomas, morrison,9, quandong street, villa 2, point cook,2756, nsw,19930907,1707268,<=50K
1880_a, georgia, hunting,25, myles connell crescent, scots college, woodcroft,2430, vic,19480920,1198435,>50K
1881_a, kyle, fenwick,283, dexter street, loughmore, edensor park,3225, wa,19060130,8007817,<=50K
1882_a, india, borgelt,16, le hunte street, inglewood, broken hill,3500, vic,19050219,1876004,>50K
1883_a, oliver, harward,264, cockle street, village on the green, woodlands,3133, wa,19620903,4948144,<=50K
1884_a, james, burrill,27, fullagar crescent, peak view, chinchilla,6514, nsw,19180116,9275216,<=50K
1885_a, robert, filipovic,30, longley place, oivi, tweed heads,2130, tas,19890812,6007009,<=50K
1886_a, blake, grimm,24, epenarra close, stayput, moruya,4655, act,19181229,4546654,<=50K
1887_a, jayden, white,57, o'rourke street, ascotvalley, mosman,5211, vic,19000726,1067788,<=50K
1888_a, joshua, cowell,20, saltash place, yambacoona, punchbowl,3089, vic,19491005,8998369,<=50K
1889_a, emma, spicer,91, brodzky place, aberglasslyn cottage, yerrinbool,2756, vic,19601213,9985208,>50K
1890_a, isabelle, jolly,140, duterrau crescent, unt 2, annandale,5606, qld,19581126,1945608,>50K
1891_a, harrison, verschoor,357, ballard place, burnside, dangar island,3190, vic,19470624,5147849,>50K
1892_a, daniel, large,44, quandong street, corcoran, mill park,2303, wa,19440917,8722966,<=50K
1893_a, michael, mikeska,47, bethune close, st frances village, homebush,7249, tas,19820421,6398687,>50K
1894_a, james, berry,9, anzac park, anzac house (cnr archer s street, albion park,2112, nsw,19611212,6837199,<=50K
1895_a, michael, luckman,8, percival street, allandale, lakemba,4103, qld,19120307,2498970,<=50K
1896_a, adam, blunden,10, bundeela street, pine creek rubyvale, salisbury,3585, tas,19370107,8730932,<=50K
1897_a, carly, surch,22, moruya circuit, allandale aged care facility, west swan,2650, vic,19690119,2183302,<=50K
1898_a, blakeston, nikolec,82, burnie street, terrawnah, lake tyers beach,3068, vic,19001003,8778791,<=50K
1899_a, benjamin, huddy,4, paul coe crescent, broadwater caravn park, connolly,4218, qld,19050314,9950949,<=50K
1900_a, lochlan, taniora,14, caley crescent, parkglen, balwyn north,6148, qld,19371212,9723633,<=50K
1901_a, kane, tallarida,11, burrendong street, northbridge marina, ngunnawal,2024, vic,19500717,7132573,<=50K
1902_a, kate, mormina,14, narrabundah lane, lingard, dysart,2101, vic,19200528,1018945,>50K
1903_a, brianna, savino,51, fred johns crescent, bringalong, mitcham,3912, nsw,19060713,8630282,>50K
1904_a, kristin, campbell,47, clarendon street, kelman vineyard, black rock,5091, wa,19010817,4985643,>50K
1905_a, latham, roles,373, clarkson street, flr 2 dunkheld garden, tarragindi,2840, vic,19640222,9026329,<=50K
1906_a, jack, lesevre,1, corinna street, ben nevis estate, eumundi,3196, qld,19020429,2127538,>50K
1907_a, brett, crouch,34, fred lane crescent, moonbi, ngunnawal,4715, vic,19331017,4173155,>50K
1908_a, melinda, rachwal,9, meeson street, lethbridge court, armidale,2729, wa,19021119,2314192,<=50K
1909_a, kyle, miles,48, archibald street, teneriffe wharfs, hillston,2265, vic,19580827,6652792,>50K
1910_a, liam, crouch,3, basedow street, berkeley vlge, williamstown,4116, nsw,19400226,7257382,<=50K
1911_a, travis, jinag,36, crozier circuit, villq 3, warrandyte,2083, nsw,19170723,4769595,<=50K
1912_a, sophie, hingston,180, gillespie street, ark hall, corryong,2611, nsw,19390502,3087250,<=50K
1913_a, oliver, yeap,536, beattie crescent, bunkers hill, calliope,3630, vic,19710906,7728520,>50K
1914_a, joshua, jiang,4, leahy close, peridon vlge, cleveland,4807, wa,19620613,7585236,<=50K
1915_a, thomas, mcmullen,38, lewis luxton avenue, murray vale murray valley, annandale,2233, vic,19560316,4100885,<=50K
1916_a, giuliana, nguyen,52, bennelong crescent, jackaranda lodge, picnic point,2747, nsw,19301219,6532262,<=50K
1917_a, kyle, clarke,76, matina street, summer hill, ruse,3224, vic,19820822,7536088,>50K
1918_a, summer, portlock,16, greenough circuit, lawless, silverdale,2066, vic,19280613,2780442,>50K
1919_a, teagan, haeusler,23, crofts crescent, essex stud, ardeer,4570, qld,19340508,3947246,>50K
1920_a, sarah, pontt,50, luckins place, women's health cottage, edithvale,2145, nsw,19860402,9727241,<=50K
1921_a, hannah, tschirpig,25, flora place, pieracle, jamberoo,3429, sa,19490725,7529626,<=50K
1922_a, demie, jefferys,10, julia flynn avenue, beltrasna angus stud, boorowa,3660, nsw,19140220,7605373,<=50K
1923_a, cooper, white,31, northbourne avenue, hmas cerberus, echunga,2137, nsw,19800914,8224628,<=50K
1924_a, clodagh, ryan,8, magrath crescent, moorillyah, evanston gardens,3136, sa,19530524,2244255,<=50K
1925_a, nathan, heidrich,81, osborne place, ra 23012, cronulla,2756, nsw,19551225,7440531,<=50K
1926_a, lucy, clarke,45, o'grady place, waddi, port lincoln,7248, nsw,19180803,9449841,<=50K
1927_a, tarnia, burghof,48, howitt street, riversdale caravan park, lakemba,4006, nsw,19120106,8175593,<=50K
1928_a, campbell, mason,1, jackie howe crescent, sunningdale farm, wilkesdale,2223, vic,19130426,5903375,<=50K
1929_a, lochlan, paterson,19, percival street, foxdown, hoppers crossing,2033, vic,19970905,2148587,>50K
1930_a, joshua, versteegen,18, axford place, robina, moe,2713, qld,19250326,3869579,<=50K
1931_a, william, zimmermann,1074, bayly place, inghams plant, swan reach,2747, tas,19721005,6385533,<=50K
1932_a, deakin, ludgate,17, robertson street, rosetta village, frankston,2287, vic,19341124,5710253,>50K
1933_a, harley, shepherdson,4, archibald street, mt providence hostel, thornlie,5290, vic,19410928,2416291,<=50K
1934_a, yana, wasley,10, northbourne avenue, murga ridge, camira,6104, vic,19270201,8510118,<=50K
1935_a, rhys, priest,295, de gillern place, bindaree, woombye,2390, nsw,19880424,9814170,>50K
1936_a, pino, campbell,171, jondol place, sunshine coast private hosptl medcl cent, melton south,2550, wa,19250806,9478368,<=50K
1937_a, shanaye, ryan,5, salomons place, mulvra, bomaderry,2906, nsw,19810328,5633110,<=50K
1938_a, laura, morrison,19, duffus place, glenlee, penshurst,7250, vic,19250508,8283141,<=50K
1939_a, takara, large,9, piesse place, lake line estate, roselands,4580, vic,19580304,7342277,>50K
1940_a, isabella, rothe,23, bennelong crescent, corporate house, alton downs,7249, nsw,19540426,7542084,>50K
1941_a, ruby, orchard,43, walton street, macian house, bonnells bay,2060, vic,19510630,8343975,<=50K
1942_a, shana, steed,180, duterrau crescent, foxdown, bundaberg,4735, vic,19610819,8191308,<=50K
1943_a, natassia, dabinet,1, pullen street, the willows, somerton park,5014, vic,19911017,1642266,<=50K
1944_a, brayden, marring,50, moorhouse street, medical centre, jerrabomberra,6020, nsw,19030901,1222126,>50K
1945_a, dylan, clarke,15, kitchener street, gallagher house, bacchus marsh,2340, vic,19380716,4709536,<=50K
1946_a, april, nguyen,2, perry drive, riana, altona meadows,7307, nsw,19720116,3803841,<=50K
1947_a, lachlan-john, garcia,18, burn street, elston, vaucluse,3072, wa,19380212,3744625,<=50K
1948_a, jasmine, lipscombe,236, burkitt street, burong, hughes,4700, sa,19431215,7544045,<=50K
1949_a, chloe, campbell,72, investigator street, roseleigh farms, urana,3844, nsw,19430414,6716303,>50K
1950_a, tyler, stanbury,6, grylls crescent, wyuna, kingaroy,3153, qld,19720223,3673567,>50K
1951_a, melanie, sherriff,49, maclean street, surfside park, mill park,3002, wa,19881023,8659347,>50K
1952_a, sean, ollwitz,15, jansz crescent, elston, barongarook,4305, nsw,19571209,8175264,<=50K
1953_a, joselyn, dorsey,19, ballumbir street, tudor court, anglesea,2086, vic,19270528,9290769,<=50K
1954_a, aidan, kowald,35, woolcock street, grand view, robina,5290, qld,19810830,9538499,<=50K
1955_a, kobe, stubbs,8, werriwa crescent, vil 21, new town,2121, qld,19061211,6247050,>50K
1956_a, tara, bindoff,41, alinga street, jessiefield, verrierdale,3150, nsw,19790822,9078771,<=50K
1957_a, alisa, haeusler,2, mertz place, villa 102, ingleburn,2750, vic,19411013,4389662,<=50K
1958_a, lewis, witty,20, stapylton street, town & country caravn park, south perth,6164, vic,19630812,6717704,<=50K
1959_a, annabelle, yu,19, burkitt street, belmont park belted galloway stud, trott park,2330, qld,19560911,4766354,<=50K
1960_a, jack, killington,232, clavert place, berkeley vlge, barmah,5374, wa,19020402,2746521,<=50K
1961_a, blake, whishaw,31, jardine street, trinity college melb uni, keysborough,6107, nt,19571209,9772611,<=50K
1962_a, daniel, death,3, boote street, sunbury, seymour,2519, vic,19501123,4902977,<=50K
1963_a, ashley, heron,22, rudall street, byron lodge, seaton,3199, nsw,19240516,5451384,<=50K
1964_a, connor, white,106, bowen street, urunga, bundaberg,4802, qld,19640503,8992284,>50K
1965_a, carmen, hingston,61, reveley crescent, tyrolean vllge, cambridge gardens,3226, nsw,19980112,9748318,<=50K
1966_a, isaac, gibb,16, madsen place, dudley specialist medical centre, frenchs forest,6050, vic,19800316,7618717,<=50K
1967_a, emma, speight,76, badenoch crescent, glenairne, kangaroo flat,3212, vic,19321214,6079144,<=50K
1968_a, andrew, heyes,12, wolstenholme street, donnelly rvr villg, campbelltown,2147, nsw,19440512,3530011,<=50K
1969_a, amber, millar,101, backhouse street, ocean park towers, lorn,4551, qld,19790125,7363827,<=50K
1970_a, ella, lero,21, bainton crescent, villa 3, wanneroo,2299, nsw,19291206,7785323,<=50K
1971_a, shane, tippins,36, hyndes crescent, kmart p plaza, glenelg south,4870, nt,19340321,4668489,>50K
1972_a, alexandra, cannons,48, nardoo crescent, brentwood village, woodend,2096, vic,19110616,1297509,<=50K
1973_a, ethan, farah,13, poynton street, racecourse, coombabah,2250, nsw,19450621,2090871,<=50K
1974_a, kane, mewett,14, anthony rolfe street, evergreen, cordeaux heights,7321, sa,19730430,8735955,<=50K
1975_a, elisha, bloomfield,102, geils court, ashdown, millgrove,2620, qld,19820420,9956262,<=50K
1976_a, connor, dearing,2, mainoru place, st 1d, dundowran,2424, vic,19780218,6997740,<=50K
1977_a, mitchell, stanley,919, neumayer street, sunset, box hill south,5290, wa,19220925,6895616,<=50K
1978_a, heath, bissett,201, tullaroop street, dusty corner, concord,4205, nsw,19150614,6984995,<=50K
1979_a, tayah, noble,11, paul coe crescent, towrie cottage, maryborough,4217, nsw,19550428,3760414,>50K
1980_a, aimee, du,2, derwent street, willonyx, nambour,3053, qld,19631003,7973000,<=50K
1981_a, laetitia, miles,25, burnie street, pevensey, kilsyth,2130, nsw,19880305,3061064,>50K
1982_a, tyler, campain,14, daglish street, nullo mntain, mooroolbark,3174, nsw,19380323,8182947,<=50K
1983_a, keahley, armanini,1, tyson street, house 8, putney,2262, nsw,19630209,1351100,<=50K
1984_a, jacob, harrington,27, carruthers street, lake side caravn park, port pirie,2076, vic,19960726,3579386,>50K
1985_a, kelsye, jolly,23, edkins street, nulama village, coolah,2307, vic,19260628,5940768,<=50K
1986_a, emma, kiss,3, bingley crescent, panaroo farm, potts point,2250, nsw,19610618,2729395,>50K
1987_a, izaac, furness,670, jamieson crescent, shepherds hill, hinchinbrook,3184, wa,19391228,5768575,<=50K
1988_a, jessica, pringle,61, hayward street, braeburn, florey,2800, qld,19330525,8308454,<=50K
1989_a, noah, dudley,260, casson street, hemco park, ardeer,7325, wa,19170701,4155481,<=50K
1990_a, breony, glass,5, higinbotham street, the lodge, sunshine,2039, qld,19820620,5687846,>50K
1991_a, isaac, longo,219, casey crescent, villa 9 fingal haven, caves beach,2283, nsw,19140501,7261812,>50K
1992_a, alia, lowry,23, youl court, yongala, sheidow park,5009, wa,19450126,2409913,<=50K
1993_a, ruby, dudley,1615, bungonia street, forestvale, clifton grove,3912, qld,19961214,8339003,>50K
1994_a, jackson, ryan,31, carr crescent, parry hse, pennant hills,2146, nt,19600503,3419204,>50K
1995_a, nathan, rundle,32, cuthbertson crescent, glenumbral, waramanga,2753, nsw,19190606,8673667,<=50K
1996_a, benjamin, mccarthy,77, neil place, cathys creek, oakleigh east,2142, sa,19090107,8539507,<=50K
1997_a, jordan, steed,22, gairdner circuit, brooklyn farm, broken hill,6230, sa,19631222,1508618,<=50K
1998_a, lucinda, clarke,3, cowper street, clanville, scotts creek,5163, sa,19920610,7537094,<=50K
1999_a, alexander, dixon,12, jardine street, north star resort, regents park,2000, nsw,19440124,3713023,<=50K
2000_a, cameron, cochrane,108, burnie street, masonic memorial village, budgewoi,2022, qld,19021028,2246302,<=50K
2001_a, samuel, hoang,96, beale crescent, wurtulla shopping vlge, clayton,3764, sa,19420627,4281617,<=50K
2002_a, rhys, matthews,7, clive steele avenue, cooroora, waverley,2196, vic,19451001,6448203,<=50K
2003_a, vanessa, reid,6, battersby circuit, ashleigh house bergen court, cranbourne,3132, nsw,19460905,5797612,<=50K
2004_a, archie, white,30, mather street, redcliffe showgrounds, warrawidgee,3765, wa,19080515,7895119,<=50K
2005_a, luke, matthews,33, torrens street, chellow dene, springwood,3660, tas,19060926,5961934,<=50K
2006_a, jordan, boyle,40, loftus street, warra-gan, leichhardt,4556, sa,19671030,2798350,>50K
2007_a, hollie, liddy,31, ellenborough street, palmview hamlet, wingham,2567, sa,19500227,5176156,>50K
2008_a, mikayla, haupt,45, antill street, mt forrest, valla,2780, nsw,19830303,7918501,>50K
2009_a, aimee, white,83, jardine street, river mews, shoalhaven heads,7250, nsw,19190118,5058657,<=50K
2010_a, brody, hursey,3, helen mayo crescent, bungarra, mittagong,3586, tas,19210727,1063887,<=50K
2011_a, charlotte, terrens,104, maharatta circuit, wilsonton medical centre, woorndoo,2289, vic,19840314,1973586,<=50K
2012_a, samantha, von hoist,43, macgregor street, brest hill, coolbellup,2099, wa,19180331,4728377,>50K
2013_a, nacoya, clarke,1, ebenezer street, emerald garden, nicholls rivulet,3169, vic,19830320,6658256,<=50K
2014_a, lara, noble,7, amos place, afflexian, padstow,4055, vic,19191018,5387439,<=50K
2015_a, hayley, jahic,44, hamblin place, arlington, robina,4157, nsw,19110419,6012229,<=50K
2016_a, zach, green,55, allambee street, shillelagh park, lake illawarra,7248, nsw,19511007,1437966,<=50K
2017_a, dylan, scriva,4, appel crescent, nyarrin cottage, yass,2549, vic,19601211,1857446,>50K
2018_a, cade, la roche,17, maxwell street, matlock, cambridge,2550, nsw,19770831,5462431,<=50K
2019_a, annabelle, friswell,205, meares place, sunningdale farm, wildes meadow,7018, wa,19761129,9016980,<=50K
2020_a, jacob, goldsworthy,21, cadell street, st francis village, moorooka,4870, qld,19221204,4420994,<=50K
2021_a, noah, rapisarda,32, chandler street, apple cottage, carlingford,6108, vic,19470512,6469737,<=50K
2022_a, lachlan, badman,145, marshall street, gillin park, forbes,3844, nsw,19070119,6492634,<=50K
2023_a, kirrah, westhorp,30, dunstan street, anglican church, toronto,3177, sa,19620216,6725818,<=50K
2024_a, lily, szopko,5, woolner circuit, gowrie, loganlea,4128, qld,19621220,1384713,<=50K
2025_a, ella, dixon,9, fimister circuit, langi, williamstown,2604, vic,19930518,8442578,>50K
2026_a, thomas, goode,21, macfarland crescent, herbert river, st kilda,2136, tas,19280120,3512377,<=50K
2027_a, natalee, early,101, kanga place, buddah station, north ryde,4511, vic,19030112,2627070,<=50K
2028_a, solomon, noack,470, london circuit, ocean star villas, lakemba,2450, qld,19241016,1275153,>50K
2029_a, jack, gilbertson,31, lawrence wackett crescent, governors resort, vaucluse,5061, nsw,19761016,6999424,<=50K
2030_a, amber, cowell,762, crowder circuit, corella, toowoomba,5453, qld,19321218,5701945,<=50K
2031_a, amy, blackwell,667, westgarth street, east lynn, wyong,3555, qld,19340809,2475030,<=50K
2032_a, connor, mildren,1, bedford street, john flynn hospital, daisy hill,4655, vic,19330906,6840540,>50K
2033_a, nicholas, pendergrast,4, strangways street, evanmore, seven hills,4507, sa,19580928,9107843,<=50K
2034_a, shelby, green,3, victoria street, tycannah station, jacobs well,2158, qld,19621001,1834644,>50K
2035_a, zachary, white,17, currong street, moy, marmor,4218, nsw,19370504,4966578,<=50K
2036_a, jamie, goode,8, ross smith crescent, holmville, cabramatta,2540, act,19771201,7449813,<=50K
2037_a, kelsea, chandler,21, springvale drive, war veterans hme, safety beach,2205, vic,19710623,8831096,<=50K
2038_a, cooper, reid,97, derrington crescent, coolinda, tweed heads,4305, vic,19760116,9448376,<=50K
2039_a, eliza, tregloan,14, carrington street, binnawee, st clair,2485, wa,19511113,2014847,<=50K
2040_a, victoria, goode,50, colmer street, tabbagong, greensborough,3095, nsw,19601129,7664915,<=50K
2041_a, michael, streich,16, pelsart street, willaroo, forrestfield,3942, vic,19170729,9969138,<=50K
2042_a, quinn, beattie,73, thurgood court, ocean crt (cnr beach s street, barrack heights,3073, qld,19990729,5863164,>50K
2043_a, reuben, berry,21, merriman crescent, hd curramulka, miami,2075, wa,19971010,5513660,<=50K
2044_a, gabrilele, verco,43, healy street, koani, alawa,2075, wa,19010220,3198491,<=50K
2045_a, courtney, robson,11, arunta street, overnewton, cremorne,2160, nsw,19880909,8820005,<=50K
2046_a, jake, tu,100, mount vernon drive, glen elgin, burwood,4720, wa,19140603,1214504,<=50K
2047_a, deakyn, pregarz,18, mainwaring rich circuit, greenbank garden, undera,4103, nsw,19710707,9158921,<=50K
2048_a, cassandra, musolino,19, hensman street, norellen, greensborough,3844, act,19550303,7684753,>50K
2049_a, fiona, green,11, vaughan garden, north star resort, bomaderry,2221, vic,19670416,8247767,<=50K
2050_a, sean, kilby,96, knox street, villa 36 sovereign garden, sherwood,4078, wa,19770521,6025124,<=50K
2051_a, beth, webb,66, chinner crescent, camusfearna, o'connor,4108, nsw,19280630,1873913,<=50K
2052_a, cooper, shepherd,15, burgan place, blueberry hill, kingsford,4737, act,19610625,2876373,>50K
2053_a, lee, maier,12, blanc court, rushall park, st andrews,2905, vic,19140616,5560146,<=50K
2054_a, sophie, kaukov,31, ironbark crescent, phillip town, ivanhoe north,3796, vic,19660422,4835733,<=50K
2055_a, jenna, feil,14, stretton crescent, berkeley vlge, scarborough,6147, sa,19320523,6450926,>50K
2056_a, joshua, hope,27, southern cross drive, mindalay appts, narooma,3182, nsw,19850729,1189951,<=50K
2057_a, luke, fleet,45, eagle circuit, peridon vlge, altona meadows,5045, nsw,19510113,5905607,>50K
2058_a, lily, tu,10, outtrim avenue, rosall, glen innes,2044, qld,19471031,9673371,<=50K
2059_a, anton, le lievre,25, kanangra place, balmoral garden, oakden,3029, nsw,19490107,8549214,<=50K
2060_a, daniel, butter,7, james street, loc 14738, rowville,2282, qld,19610114,3204647,<=50K
2061_a, nathan, clarke,28, ord street, keira, taree,3759, sa,19810930,9095450,<=50K
2062_a, thomas, kiernan,14, simpson street, rahan arabians, east innisfail,6237, sa,19140511,4627107,<=50K
2063_a, alisa, mapstone,159, dalyell street, moonkirra, toorak,3620, qld,19060215,8157950,<=50K
2064_a, zach, nguyen,175, raphael close, naygoondy, fullarton,2135, qld,19380220,4647429,<=50K
2065_a, lachlan, green,11, bromby street, umavale, moranbah,2566, vic,19581214,4727836,>50K
2066_a, oscar, renfrey,1, pickles street, koninonia, punchbowl,3170, vic,19020622,3862398,<=50K
2067_a, benjamin, mccarthy,11, macalpine close, kurrajong, greenacre,4816, vic,19430429,8234854,<=50K
2068_a, adam, shepherd,77, pelsart street, cornucopia, concord west,3505, nsw,19740623,6279019,<=50K
2069_a, emiily, browne,5, mundawari circuit, heathfield qld, dandenong north,2500, vic,19390606,6474937,<=50K
2070_a, jack, kerkham,11, affleck place, kilvinton village, ryde,6064, act,19860304,6217100,<=50K
2071_a, joel, spargo,5, bunbury street, tintagel, wangi wangi,4730, qld,19460924,6258907,>50K
2072_a, juliana, clarke,67, magarey place, brentwood vlge, labrador,4562, vic,19700513,1809213,<=50K
2073_a, phoebe, menzies,20, blackwood terrace, gibraltar, whaleback,4740, nsw,19350604,3778980,<=50K
2074_a, james, croci,8, miranda place, banksia springs, dandenong north,4132, qld,19670525,9400446,<=50K
2075_a, nathan, neufeld,29, northbourne avenue, barnet brae, crib point,4216, nsw,19331016,4277724,>50K
2076_a, jed, donaldson,305, emmott place, upson & downs, prospect,4573, qld,19750429,8808509,>50K
2077_a, jessica, dermatis,169, fairweather circuit, brentwood vlge, nungurner,4615, sa,19901225,7200676,<=50K
2078_a, emma, white,15, caley crescent, umina park nursing, surfers paradise,6148, vic,19350420,5459823,<=50K
2079_a, benjamin, coleman,43, mclaren crescent, argyle, benowa,4500, nsw,19620531,4314075,<=50K
2080_a, harriet, zilm,69, sherwood circuit, rosedale, lake munmorah,3337, wa,19900519,4273815,>50K
2081_a, april, nguyen,2, wangara street, kingway tourist park, bomaderry,3216, wa,19741002,1808102,<=50K
2082_a, madison, miles,164, ringrose crescent, ponderosa, mcleans ridges,6163, nsw,19260406,8864140,<=50K
2083_a, carlin, jinks,77, buzacott place, gerlyn, aspley,4054, vic,19320215,4646053,>50K
2084_a, stephanie, nguyen,2, oxley street, yallambee hostel, north gregory,4740, vic,19760526,3483298,<=50K
2085_a, jenna, bowerman,41, liffey circuit, goodradigbee, mount julian,2033, qld,19000217,9126560,>50K
2086_a, jackson, donaldson,30, kingsbury street, adventure bay, burwood east,2460, nsw,19930317,6532801,<=50K
2087_a, elton, malin,72, wenlock street, sec 443 bellamour, blackmans bay,2291, sa,19160525,8711966,<=50K
2088_a, isabella, nguyen,1, nerli place, cascades, dongara,2830, sa,19891128,2747681,>50K
2089_a, laura, vidlov,48, ahern place, the mews royal hotel bldg, forest hill,2040, nsw,19480930,6582021,<=50K
2090_a, lexie, morrison,230, crisp circuit, brinjarry, laurieton,2904, nsw,19910311,1590195,<=50K
2091_a, hugo, milburn,25, pandanus street, belvoir, knoxfield,2821, qld,19250816,7028106,<=50K
2092_a, jack, green,55, biddlecombe street, villa 5, hamilton,3555, sa,19981203,8006208,>50K
2093_a, ned, hope,6, stokes street, carrington retirement, angaston,2775, sa,19660618,5806509,>50K
2094_a, taylah, spratt,33, mackellar crescent, gillin park, sandgate,2031, vic,19661008,5546303,<=50K
2095_a, jack, stanley,10, fawkner street, pineangle (cnr green l lane, conder,2776, vic,19520318,9193944,<=50K
2096_a, mason, jessup,14, namadgi circuit, westbury, bassendean,7109, nsw,19270428,7467718,<=50K
2097_a, liam, hauser,28, cripps place, cypress garden, noble park,6169, nsw,19020619,8943755,<=50K
2098_a, levi, rushby,40, nicholls place, chateau tahbilk, moe,3150, vic,19541212,1123485,<=50K
2099_a, jordan, waller,8, outtrim avenue, longmead, yinnar,2011, sa,19420824,5758276,>50K
2100_a, thomas, bunt,68, ratcliffe crescent, villa 36 sovereign garden, penola,2250, qld,19980514,1038639,<=50K
2101_a, rohan, campbell,19, bellinger circuit, buena vista, slacks creek,3820, act,19861129,2046797,>50K
2102_a, lilian, matthews,11, barnard circuit, casa corrigia, yinnar,2749, vic,19761118,8970973,>50K
2103_a, aidan, morrison,5, booth crescent, braemore, mulgrave east,2506, vic,19550306,5826077,<=50K
2104_a, katelin, carbone,177, bromell circuit, moorefields, seelands,2471, nsw,19931121,8403630,<=50K
2105_a, hannah, ferris,16, barraclough crescent, tawonga rdside, logan reserve,2259, nsw,19111105,2416431,<=50K
2106_a, ethan, mason,80, moore street, fairbank, macedon,4068, nsw,19251108,3060401,<=50K
2107_a, cain, nguyen,194, mchenry street, oakdale, kilsyth,2795, nsw,19570620,6874145,>50K
2108_a, lachlan, leslie,10, du faur street, burong, lismore,5109, wa,19410526,2548505,<=50K
2109_a, isaac, morrison,12, fink crescent, wayside, unanderra,4670, qld,19521109,2842846,<=50K
2110_a, lachlan, reid,20, marcus clarke street, plantation caravn park, bundaberg,2750, sa,19801213,2040168,<=50K
2111_a, nellie, bishop,215, newman morris circuit, locn 5940, beechboro,2260, qld,19570821,3775666,<=50K
2112_a, rosie, ekers,35, dianella street, glenlee, kempsey,4122, vic,19010515,7075035,<=50K
2113_a, maconal, webb,19, kneebone street, moline village, bayview,2122, qld,19430605,2634789,<=50K
2114_a, alisa, wheatley,202, alpen street, pleasant view, whitfield,5571, qld,19150602,5156173,>50K
2115_a, zac, fitzpatrick,350, barraclough crescent, birch grove, wanniassa,4560, vic,19920715,5085804,<=50K
2116_a, darcy, braithwaite,135, la perouse street, yooringa, port adelaide,3175, nsw,19710825,3578280,>50K
2117_a, jake, tepohe,37, riddle place, berkeley vlge, sale,2620, qld,19910905,2847112,<=50K
2118_a, madeline, campbell,26, getting crescent, mayo, stanmore,2720, qld,19110409,1732761,>50K
2119_a, oliver, clarke,112, jerrabomberra avenue, bridgefoot down, ruse,6076, wa,19431118,7395899,<=50K
2120_a, chantelle, bourrell,21, hooker street, grant patch, andergrove,3128, nsw,19570817,8203402,<=50K
2121_a, james, apsitis,148, longworth place, larnach, clayton,3123, vic,19171128,8104749,<=50K
2122_a, tara, du,10, sumner place, arli ngton, kingsford,6152, nsw,19210427,4694295,<=50K
2123_a, jackson, tertiips,19, gamban square, fiveways, nowa nowa,2135, vic,19421209,1348824,<=50K
2124_a, angus, reid,20, wilson street, carron vale, tweed heads south,3500, wa,19870910,4965404,<=50K
2125_a, james, shepherd,83, collits place, athlone, bassendean,4170, qld,19270703,8262472,>50K
2126_a, dillon, verco,3, marlock street, waiweer, belmont,2085, vic,19410118,9087384,>50K
2127_a, kynan, collier,18, sturt avenue, karingal age hostel, roxburgh park,3121, vic,19281017,8450005,<=50K
2128_a, peter, george,17, gritten street, mt pleasant, devonport,6167, nsw,19380613,7973786,>50K
