given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,salary-class
 callum, hauser,2, nambir court, zeevoo, mount annan,2641, vic,19480329,3757652,<=50K
 alexandra, nguyen,26, fremantle drive, merricroft, highton,6532, nsw,19440220,2682401,>50K
 benjamin, clarke,122, archibald street, locn 1487, nickol,2535, nsw,19010518,1978760,<=50K
 daniel, mason,10, hazel smith crescent, grant patch, rochedale south,3688, vic,19900531,3210073,>50K
 oliver, jennions,4, o'shanassy street, rye park, glenmore park,3555, nsw,19500316,1498603,<=50K
 matilda, ryan,5, bogan place, aldinga beach court, bethania,2259, nsw,19401012,6674118,>50K
 callum, moyse,7, lynch street, walkabout palms, brighton-le-sands,4740, tas,19130714,5145083,<=50K
 ryleh, miles,7, yarra street, annecy park, carlingford,3616, nsw,19850930,8262494,<=50K
 kalli, watkin,187, getting crescent, koah lodge, newrybar,4301, vic,19031202,2486965,<=50K
 sara, carmody,14, gilmore crescent, brentwood vlge, denmark,4560, wa,19830421,7880298,<=50K
 annabel, thorpe,19, ardlethan street, galloway, rokeby,4670, vic,19920305,2814912,>50K
 robert, maczkowiack,40, broadbent street, jandera south, port lincoln,6153, nsw,19030102,4106094,<=50K
 eva, painter,116, castleton crescent, mawingo, malvern east,3338, nsw,19770419,6468703,>50K
 callum, jancek,22, darley place, garema place surgery, ballarat north,4745, nsw,19201229,2980733,<=50K
 ashlee, bishop,40, john james hospital, omaha, dromana,4816, nsw,19000916,8269833,<=50K
 oliver, ryan,23, candlebark close, holiday vlge, banks,4570, vic,19100420,5337535,<=50K
 eboni, kempton,22, walton street, henry kendall bayside, vale park,2205, sa,19330113,3037416,<=50K
 caleb, webb,52, badimara street, retirement village, kuraby,4655, qld,19890709,7501704,<=50K
 lachlan, nguyen,70, bushby close, locheil, wilson,5046, nsw,19660926,4360586,<=50K
 andrew, simmonds,9, blackman crescent, ra 23012, ashgrove,2204, nt,19131226,1378126,<=50K
 samara, pringle,7, allan street, bonnie doon, campbelltown,5073, nsw,19560429,3493586,>50K
 ruby, clarke,368, jackie howe crescent, parklands village, bundaberg,2030, nsw,19250903,9905791,<=50K
 evangelia, purser,10, lahey place, rowethorpe, malabar,4034, vic,19260924,1704541,<=50K
 jai, browne,124, eugenia street, jacqoona station, ascot vale,3350, wa,19030809,8431885,<=50K
 zane, white,15, mcwhae circuit, westmead accom, concord west,2032, vic,19770208,9225108,<=50K
 adam, adair,14, wattle street, red arrow, albany creek,2825, nsw,19560420,1699586,<=50K
 sophie, grosser,86, tryon street, bethel hostel, bull creek,3875, wa,19011031,6415988,<=50K
 adam, clarke,3, skinner street, kona, woodcroft,4878, wa,19270705,7112414,<=50K
 john-paul, parr,22, david street, greater cess vill, croydon north,4737, wa,19800811,8703902,<=50K
 emiily, bradshaw,19, parkhill street, foxdown, south grafton,4207, vic,19270912,2964855,>50K
 hayden, thredgold,7, callaway crescent, danric lodge, keilor park,2365, nsw,19370416,5433941,>50K
 freya, marlow,4, barlow street, merryvale, berwick,3400, tas,19661021,8600151,<=50K
 ainsley, shepherdson,16, jackie howe crescent, huntawyle, moorooka,2261, nsw,19161125,3591742,<=50K
 emiily, nguyen,215, lelta place, yanalah, nowra,4179, qld,19091124,2809085,<=50K
 jed, boulter,41, mcmillan crescent, old post office, bundaberg,5213, nsw,19471229,2521349,<=50K
 caleb, newberry,14, mackenzie street, mountainview retirement vlge, emerald,2560, sa,19211203,1454135,<=50K
 caitlin, de boar,21, crisp street, section, jan juc,5400, nsw,19460307,3080624,<=50K
 matthew, jardine,36, sainsbury street, alice downs, windsor,4573, nsw,19180805,2211117,<=50K
 joshua, heron,23, dooring street, drypoint, barraba,4214, nsw,19700227,6931228,<=50K
 luke, karlsen,119, mckenzie street, moonee beach caravan park, woodlands,2224, vic,19060425,3838005,<=50K
 henry, varcoe,4, fox place, cabbage tree, robina,6051, wa,19440630,4816938,<=50K
 hannah, morrison,14, strzelecki crescent, orchid square, auburn,2151, qld,19010126,4820527,<=50K
 lily, browne,1, spring range road, wandella park snowy, somerset,2042, qld,19990812,1727298,<=50K
 lachlan, crouch,21, northbourne avenue, navillus, sherwood,4305, qld,19781007,5148084,<=50K
 ajay, poumako,100, bedford street, youralla, rostrevor,3029, qld,19540417,4762088,<=50K
 charlotte, needham,46, wattle street, courallie, colo vale,3161, sa,19890118,2377987,<=50K
 ashleigh, droegemueller,8, callaghan street, osters, adamstown,3070, nsw,19300808,1309189,<=50K
 trey, saines,26, throssell street, kindilan, buff point,4161, act,19110205,2740304,<=50K
 holly, harrington,340, kirkton street, barwick pastoral, taringa,4454, vic,19180806,6513574,>50K
 jacob, o'shannessy,233, osburn drive, goldenoaks village, maitland,2640, nsw,19380807,4654746,>50K
 archie, mccarthy,9, playoust place, keriroca, ascot,3919, vic,19591221,4937930,<=50K
 lauren, gastarini,12, spowers circuit, menedebri, modbury,4680, vic,19731226,5596194,<=50K
 thomas, campbell,45, windich street, spring vale, blacktown,7304, nsw,19640105,4359063,<=50K
 christian, wallin,214, arabana street, brentwood village, abercrombie,2107, vic,19151009,3484473,>50K
 luke, broadhead,44, sewell place, golden down, waterloo corner,3123, qld,19571018,8632021,<=50K
 thomas, rankine,7, davis street, veone, bossley park,2127, vic,19280703,6882558,>50K
 brooke, green,14, laker crescent, sapri, whittingham,2166, wa,19920111,6640023,<=50K
 mitchell, ramush,1, hann street, keira, sunshine beach,3943, sa,19480321,7925486,<=50K
 zachariah, campbell,32, gellibrand street, carowood, keswick,3148, vic,19271210,2544494,<=50K
 zachariah, nadels,68, dennys place, laureldale, northgate,2133, qld,19801214,9144398,<=50K
 trey, goetze,4, petterd street, bonny doon, brighton,7054, qld,19520118,1744778,<=50K
 sean, varcoe,29, osburn drive, bonaza park, ferndale,4560, nsw,19601031,7839163,<=50K
 christian, goetze,5, manna close, torrington, mill park,2323, nsw,19510117,3619285,<=50K
 william, colquhoun,955, smalley circuit, villa 3, harbord,2200, vic,19141107,1327358,>50K
 oliver, agius,54, ashburton circuit, gilston lodge, bray park,2161, wa,19651114,6136263,<=50K
 kristo, matthews,632, southern cross drive, mafeking, pelican waters,2284, wa,19760312,5609707,<=50K
 ruby, ackermans,20, luehmann street, mt pleasant, tongala,2640, nsw,19090322,9034954,>50K
 richard, roche,104, beaurepaire crescent, the garden village, cranbourne,3073, nsw,19870624,5733343,<=50K
 isabelle, campbell,1, jukes street, pine tree, port fairy,4811, qld,19820103,6554212,<=50K
 william, ziswiler,68, bellchambers crescent, galloway, queenscliff,2218, vic,19010406,5172369,<=50K
 zachary, bradshaw,106, totterdell street, barossa village, colo vale,3444, qld,19151219,6773972,<=50K
 matthew, raward,2, duffus place, stephens creek, mount gravatt,4011, qld,19580630,6865352,<=50K
 georgia, rundle,3, hicks street, blackbutwood, orange,3078, nsw,19910726,4860814,>50K
 riley, rees,9, archibald street, wispering pines, coonabarabran,5162, wa,19700922,4932145,<=50K
 liam, grainger,251, magrath crescent, brindabella specialist centre, mclaren flat,2041, nsw,19690906,9030428,<=50K
 sophie, bevis,8, bungonia street, fernlea, ringwood east,2541, vic,19820602,4133682,<=50K
 lauren, hilton,16, grayson street, glenmore, corio,2645, wa,19150223,5611249,<=50K
 molly, slape,23, currie crescent, dickson family practice, glenwood,2777, wa,19370706,6905342,>50K
 nicholas, matson,17, stephen street, taylors creek bridge, cowell,2454, vic,19990419,3182512,>50K
 jinni, grossman,5, maddison close, langunyah, north ryde,5253, nsw,19251101,9474636,>50K
 jayden, markellos,21, la perouse street, fairholme, toorak,3121, sa,19620130,4234492,<=50K
 abigail, petersen,42, tauss place, kacadoo, abbotsford,3630, vic,19560125,6593871,<=50K
 lachlan, ryan,51, totterdell street, roseglen, dalby,3168, qld,19480724,7284475,<=50K
 blake, wehr,27, naas close, rowethorpe, stockton,2151, wa,19440131,7528586,<=50K
 brydon, macgowan,14, jaeger circuit, glenview, oaklands park,7262, act,19130615,8190321,<=50K
 jack, coleman,7, cumming place, rio rita caravn park, dandenong north,6026, sa,19560223,9860608,<=50K
 molly, clarke,398, cameron street, stonyridge, windsor,5086, nsw,19210202,2679994,<=50K
 mila, campbell,36, beasley street, krismark, dalby,2357, nsw,19010602,5343180,<=50K
 beth, donaldson,24, crisp circuit, cherrymount, camooweal,4730, vic,19461229,6917434,<=50K
 lachlan, plumb,14, garling street, brentwood vlge, julatten,4217, vic,19550313,2243015,<=50K
 jarod, clarke,19, boldrewood street, locn 7560, fairlight,2028, vic,19151004,9604490,<=50K
 maddison, fullgrabe,44, scarlett street, allunga, forest glen,5070, qld,19110327,3898794,<=50K
 madison, struck,40, drake brockman drive, eden park, st albans,4218, nsw,19600814,8963800,>50K
 bailee, berryman,7, jarrah street, bishops creek, stanhope,4053, sa,19780405,1761772,<=50K
 brock, matthews,14, blamey crescent, waverley lodge, toowoomba,3205, wa,19490214,4338969,<=50K
 damien, webb,34, molesworth street, fairfield housing bg, werribee south,2448, qld,19440826,5682631,<=50K
 layla, stening,54, la perouse street, tewantin plaza, coolbellup,4740, tas,19850119,5169349,<=50K
 jack, campbell,11, bremer street, sec 1, san remo,2134, tas,19291016,2920956,<=50K
 cain, dooley,85, boobialla street, osborne house, marsden,2284, vic,19570621,5346367,<=50K
 lily, musolino,13, fernyhough crescent, gunn's gully, burwood east,2097, qld,19600226,9776077,>50K
 jaykob, cochrane,1, fowler place, sugden glen, tweed heads,4503, nsw,19390209,7792214,<=50K
 christopher, george,12, loftus street, brookvale, mayfield,6016, nsw,19741228,2025503,<=50K
 mackenzi, jarick,51, wilkinson street, willow lodge, picton,2117, vic,19240823,4264896,<=50K
 jordan, mirritjawuy,8, batchelor street, st vincents medical centre, applecross,3505, sa,19250215,1153859,<=50K
 vincent, braithwaite,29, tweed place, brileen, cabramatta,5051, vic,19740815,8052521,<=50K
 elizabeth, wojciechowski,16, walker crescent, phillip lodge, winston hills,2250, vic,19190118,6972527,<=50K
 jaykob, ladyman,76, carbeen street, apmnt 65, guyra,2564, vic,19071217,2992907,>50K
 kylee, kincaid,16, eucumbene drive, ochiltree, leongatha,2232, qld,19300802,4662381,<=50K
 campbell, jeffries,12, calder crescent, yarrabee, abbotsford,4560, nsw,19810621,9991473,<=50K
 joshua, coffey,2, blueberry street, yalgoora, kings park,2502, wa,19240713,9217500,>50K
 chelsea, ryan,50, osburn drive, hansons estate, punchbowl,4869, nsw,19091017,6615930,>50K
 joshua, balchin,12, hadleigh circuit, tulloch, deer park,2318, sa,19100615,3829737,<=50K
 jaxin, mccarthy,46, dalyell street, wiringa, marsden,3142, nsw,19640914,9531739,<=50K
 connor, tromp,8, eildon place, willtarny, east maitland,4740, qld,19280129,8096262,<=50K
 chantelle, seppelt,6, cruikshank street, oaklands village, burrum heads,2212, vic,19370814,8334319,>50K
 samuel, green,96, duffy street, bogandina prop, lavington,2112, qld,19690309,4678214,<=50K
 mia, koeman,20, wattle street, elston, cabramatta,4068, vic,19670212,2071975,<=50K
 jaden, allanby,2, pelham close, central clinic, broulee,5523, sa,19660707,3196657,<=50K
 william, matthews,5205, tunney crescent, rainbow downs, andergrove,2146, nsw,19981106,7834791,<=50K
 zachariah, bulgin,3, throssell street, farn 43, modbury,2190, nsw,19590703,5683667,<=50K
 benjamin, berryman,43, thornhill crescent, country club, magill,2073, qld,19360111,7934124,<=50K
 matteus, leong,13, hawkesbury crescent, bonnie doon, raymond terrace,3129, qld,19621228,5792923,>50K
 henry, mccarthy,94, beasley street, crystal brook farm, ingleburn,6164, nsw,19770913,1347524,<=50K
 braedon, paine,15, edwards street, narellan court, young,3030, qld,19871225,8743183,<=50K
 samantha, mapstone,44, hutchins street, golden ponds resort, maitland,2076, sa,19941127,4499927,<=50K
 rebecca, wojciechowski,16, evergood close, diment towers, pelican waters,7018, nsw,19881017,5881744,>50K
 harrison, thaker,31, foveaux street, the meadows, orange,5453, nsw,19960724,9919852,<=50K
 kydan, gigney,64, o'rourke street, timdoolin, shellharbour,4059, nsw,19760409,3279351,<=50K
 luke, seng,30, glossop crescent, craigston, megan,4812, vic,19980906,7108946,<=50K
 bailey, haack,56, heysen street, goolman street, cronulla,2480, nsw,19171029,5238749,<=50K
 ruby, dixon,106, robertson street, merrilea, fullarton,3929, qld,19060420,6808962,>50K
 alice, neumann,82, shand place, lindsay island, karratha,3131, qld,19731130,8004272,<=50K
 zane, dixon,29, boustead circuit, baranbali, redbank plains,4740, nsw,19590328,3308725,<=50K
 james, dixon,68, fanning place, regal oaks retirement vlge, marsden,4300, qld,19750913,8198316,<=50K
 timothy, dignam,17, berrigan crescent, seaforth vlge, moorak,4068, qld,19771123,2663449,<=50K
 zachary, clarke,250, fristrom crescent, waiweer, rochedale south,3550, vic,19200830,4054598,<=50K
 blake, groenier,29, meredith circuit, summer hill, burleigh waters,4674, nsw,19510119,1447437,>50K
 max, lund,5, syme crescent, broome vacation village, aspley,6111, nsw,19011228,2696750,<=50K
 clodagh, campain,37, captain cook crescent, glen appin, wattle flat,4870, nsw,19281101,5067638,<=50K
 cameron, virgen,51, wilson crescent, blacklead farm, stephens,2110, nt,19400306,5118228,>50K
 kayla, elrick,95, jardine street, banksia, catalina,2160, vic,19250202,6802075,<=50K
 owen, haeusler,9, martley circuit, the willows, mount riverview,5083, qld,19361018,2837091,<=50K
 caitlin, mitton,6, arthur circle, george forbes house, sale,3182, vic,19260517,4276696,>50K
 john, priest,1, damala street, woodstock park, beaumont,2566, wa,19420618,7215574,<=50K
 liam, beckwith,6, murrung crescent, brindabella specialist centre, revesby,3155, sa,19730522,2475787,<=50K
 nicholas, mcfadden,92, copland drive, lithgowvale, griffin,3556, qld,19020330,6563324,<=50K
 harry, thorpe,11, kambalda crescent, louisa tor 4, angaston,2777, qld,19421128,2701790,<=50K
 makayla, thredgold,9, chillagoe street, west road, campbellfield,5107, nsw,19530218,5691229,<=50K
 arabella, hallmaier,147, knoke avenue, glenview, st kilda,4017, wa,19330228,7879377,>50K
 jake, trevan,93, pridham street, mallanganee, ormond,3028, qld,19960422,5388947,<=50K
 jessica, jolly,13, higinbotham street, rosetta village, woodpark,7109, vic,19850112,2565859,<=50K
 kyle, badawee,5, staunton place, dockside marina b, mount warren park,3138, qld,19391213,3257675,<=50K
 lachlan, balasubramaniam,26, mackinolty street, balmoral garden, scarborough,2388, nsw,19731007,1798069,<=50K
 alexander, kerslake,8, lipscomb place, fm 627, ascot park,2036, wa,19120211,9737053,<=50K
 natasha, lohmann,3, clive steele avenue, gerovin valley ldge, view bank,5343, nsw,19101110,1778982,>50K
 abby, ang,21, dunstan street, the parks, belmont,4125, nsw,19830621,8045581,<=50K
 beau, eyles,268, solomon crescent, table mountain, granya,5280, nsw,19970827,8983029,<=50K
 caleb, mckane,21, lochee place, toowoomba, landsdale,3083, nsw,19370320,3598063,<=50K
 tara, pratap,15, wattle street, cantlay farm, aspley,2527, wa,19301128,3688555,<=50K
 kaitlin, matthews,45, grote place, recreation camp, clifton,2024, vic,19960612,7208315,<=50K
 isaac, clarke,17, leonard close, highpoint, bundaberg north,7310, tas,19361017,4346183,>50K
 nicholas, bruinewoud,335, shakespeare crescent, marandyvale, kareela,2577, nsw,19621123,1642628,<=50K
 lachlan, rau,68, loxton place, montrose, dederang,3377, wa,19260502,1638351,>50K
 eden, clarke,1, towns crescent, tall pines, elimbah,3075, wa,19351223,9713955,>50K
 brandon, wintulich,260, bromley street, carowood, regents park,6023, vic,19810304,9945357,<=50K
 imogen, broadby,70, letters street, jemalong retrmnt vlge, frankston,3149, vic,19840516,5771467,<=50K
 abby, ryan,10, paul coe crescent, kooyong, carlingford,3144, vic,19670119,9471831,<=50K
 noah, staude,25, mac george place, locn 8200, stratford,6011, wa,19760505,9182953,<=50K
 brett, falcione,106, burdekin avenue, berragoon, pennant hills,4114, nsw,19890803,3152019,<=50K
 charlotte, wilde,28, diamond street, warwarick, werrington,2220, qld,19001117,4847191,<=50K
 campbell, zilm,20, mullan street, eden park, camden,3056, wa,19870523,8679206,<=50K
 harrison, reid,45, sangster place, mount valley van park, harbord,5158, tas,19451222,7347950,>50K
 lukas, webb,2, freda gibson circuit, nowra mall, kingston,2830, nsw,19120423,6570926,<=50K
 matisse, felmingham,351, kingsford smith drive, sherwood, cooks hill,3207, nsw,19320615,5414268,<=50K
 nicholas, excell,10, druitt place, tharlane, salisbury,3478, vic,19390713,5109979,>50K
 aikaterina, hewetson,13, jabanungga avenue, moorabee, bowen mountain,2148, vic,19500330,7093866,<=50K
 joshua, ryan,14, wynn street, tathra, bilpin,2529, vic,19240510,2519978,<=50K
 emmet, reichardt,15, hansen circuit, kellhaven, camden,3350, vic,19470716,9713002,<=50K
 peta, edson,209, banner street, sec 1, highgate,2257, wa,19940118,4862259,>50K
 lucas, spargo,34, stephen street, bidgee park, beaumont,3550, vic,19930424,5396235,<=50K
 jasmine, wiseman,7, weddin circuit, berkeley vlge, paddington,3934, vic,19730419,2258952,<=50K
 alaiyah, klemm,12, crozier circuit, sec 161, towradgi,6330, vic,19100824,5690083,>50K
 matteus, monda,54, burrinjuck crescent, sherwood, auburn,3345, nsw,19041125,9464025,<=50K
 liam, bottroff,5, jindivik place, homewood, meringandan,3222, vic,19640816,5214622,>50K
 joshua, mortlock,62, yates garden, bulala, camperdown,2147, nsw,19180804,4756935,<=50K
 sophie, noble,9, university avenue, shenstone park, albion park,3325, vic,19361013,3379987,<=50K
 jack, cute,7, dash crescent, little forest, seventeen mile rocks,4567, nsw,19090402,3506178,>50K
 jenna, salas,2, tasman place, kinvarra, netherby,3820, qld,19490605,1868937,<=50K
 cambell, ryan,23, bradfield street, bolinda vale, brighton,2537, nsw,19700416,7188248,<=50K
 timothy, soulemezis,18, allambee street, brentwood vlge, balaklava,2590, vic,19010923,1004898,<=50K
 lucy, fitzpatrick,264, ainsworth street, the sarina centre, camden,3500, qld,19210222,6619346,<=50K
 jayde, glass,15, macarthur avenue, shillelagh park, glenella,3200, vic,19161226,9446563,<=50K
 nikita, bezuch,10, boddington crescent, holiday vlge, mcdowall,3020, nsw,19460615,8620625,<=50K
 alexander, vitkunas,17, moynihan street, kelindy ridge, kilcoy,2285, vic,19991216,6469394,<=50K
 kirra, white,24, bungonia street, villa 3, kyabram,2036, tas,19290202,5171004,<=50K
 dean, lock,16, durville crescent, wylarah, campsie,4031, sa,19150408,4029960,<=50K
 abbey, coleman,26, ebenezer street, the lodge, toprak,2540, nsw,19100116,5514906,<=50K
 chelsea, blake,21, chandler street, extension, swan hill,2360, nsw,19831115,2342307,<=50K
 corey, feeney,2, forbes street, milamba, suffolk park,2049, nsw,19670414,9098376,<=50K
 paris, negrin,30, stapylton street, treleen, coleambally,2145, qld,19620726,4121618,>50K
 sonja, hyland,86, flanagan street, dodonaea wing, boyup brook,2032, qld,19840708,5354642,<=50K
 max, nevin,36, creswick place, penny lane shopping centre, colonel light gardens,3169, qld,19840223,8258349,<=50K
 leon, mason,545, hawkesbury crescent, doubtful ck, ballina,3137, qld,19541005,1583941,>50K
 olivia, dessart,165, macvitie place, brambletye vinyard, lindenow south,4128, vic,19361017,2517857,<=50K
 thomas, hare,18, gilderston circuit, canowindra, coffs harbour,4211, nsw,19190206,3277988,>50K
 connor, asendorf,12, falkiner place, luskin court, orange,4032, vic,19290430,6699074,>50K
 bailey, goode,57, heard street, coolbellup hotel (cnr waverley r road, albury,4720, nsw,19100307,1906329,<=50K
 mitchell, tien,18, padbury street, greenslopes, concord,3429, nsw,19780903,6760018,<=50K
 bianca, cuming,9, albermarle place, harkness station, natimuk,3158, nsw,19911129,2315136,>50K
 lillian, humphreys,8, mack street, bracken leigh, narooma,4152, nsw,19710908,6242916,<=50K
 eliza, slape,5, bellchambers crescent, bonny doon, dover heights,6230, nsw,19840924,7441870,>50K
 joshua, needham,20, cornish place, jackaranda lodge, manunda,2325, qld,19130421,6586520,<=50K
 caleb, kwiatek,16, gatty street, villa 2, castle cove,4220, qld,19641121,5138480,<=50K
 jessica, vogiatzi,34, kinsella street, brownrigg, connolly,2800, vic,19240212,7088980,<=50K
 eliza, koziol,183, wattle street, blueberry hill, blacktown,6026, nsw,19940208,8842130,<=50K
 jaimee, hanna,8, harkness street, belmore river, armidale,2062, nsw,19871116,2798753,<=50K
 ewan, brock,8, warrambool close, hawkins masonic vlge, clarkson,3021, nsw,19161123,3522578,<=50K
 tegan, galbraith,130, pinkerton circuit, kellhaven, altona meadows,6020, wa,19850912,9290065,<=50K
 alexandra, campbell,15, paul coe crescent, laloki, woollahra,5108, nsw,19531022,3106590,<=50K
 alicia, green,13, proctor street, navan park, eden,2484, sa,19950919,4191587,>50K
 caitlyn, millar,38, tullaroop street, glenview, macgregor,2343, vic,19940917,8863827,<=50K
 samuel, loos,60, gilday place, eriswell park, kinross,2646, qld,19350908,9238386,<=50K
 jordan, vincent,7, carnegie crescent, dargam, floreat,3032, nsw,19101107,3591952,<=50K
 bella, grierson,27, priddle street, green lagoon, christies beach,3125, vic,19310623,5873915,<=50K
 aidyn, morrison,1215, bertram street, tiverton, woy woy,4021, nsw,19160319,7949710,>50K
 holly, campbell,4, syme crescent, ahwahnee, hamilton,4868, nsw,19160516,7267433,<=50K
 arren, white,4, eggleston crescent, valencia park, toowoomba,7116, nsw,19740614,1963582,<=50K
 ryan, verner,40, hyndes crescent, kurrajong, glenmore park,3730, qld,19901208,4388841,>50K
 paris, nguyen,13, moroak street, forest views, cranbourne,2217, qld,19010108,1825355,<=50K
 madison, plane,18, bardolph street, rosehill, sunnybank,2541, nsw,19971022,9432416,<=50K
 xavier, moorby,38, cockburn street, granite hills, windsor,4740, nsw,19570817,7332449,<=50K
 katelyn, reid,30, james smith circuit, karma park, dolls point,2478, qld,19970318,9915348,<=50K
 henry, pozniak,2, ashkanasy crescent, nelgrove park, beenleigh,2171, tas,19521203,7678518,<=50K
 trey, tiller,43, deamer crescent, cherrybank, campbelltown,2063, sa,19940208,7121752,>50K
 sophie, thredgold,43, bramble street, tigers hill, montmorency,6210, sa,19830705,8974658,<=50K
 madeline, volpato,7, elliott street, lakeview park, glenhaven,6442, vic,19341126,1203476,>50K
 nicole, riddell,9, saunders street, scts crk, macquarie park,6323, nsw,19040601,8785526,>50K
 tommy, green,122, nanima road, port 44, lower templestowe,6064, vic,19901006,6395834,>50K
 mikayla, heans,2, alexandra street, anona farm, broken hill,2444, qld,19510303,7694084,<=50K
 william, nguyen,52, tantangara street, anzac house (cnr archer s street, kingsthorpe,2580, sa,19341203,9928610,<=50K
 yana, stanesby,8, blamey crescent, the gums, flinders park,7260, vic,19080415,9864532,>50K
 thomas, parr,71, plowman place, linton vlge, daw park,5159, nsw,19010714,5972566,<=50K
 ruby, paine,27, tatchell street, belandean, lennox head,3350, nsw,19030605,4010380,<=50K
 jed, kempton,45, novar street, kalang, corrimal,2756, wa,19991224,3763645,<=50K
 ella, campbell,873, connibere crescent, albion heights, bronte,4078, nsw,19591030,8840175,<=50K
 noah, bishop,12, stobie place, highgate, bailey creek,2134, qld,19130403,4950296,>50K
 emma, adzaip,38, amherst street, villa 2, nairne,4860, sa,19050421,5988275,>50K
 simon, clarke,21, verdon street, antanoff' south, warracknabeal,2777, vic,19630730,1009287,<=50K
 alexandra, finlay,3, erldunda circuit, neaavie, cooroy,2147, nsw,19600723,3910557,<=50K
 logan, goldsworthy,21, florentine circuit, settlers hills, ashfield,2571, nsw,19160117,8867229,<=50K
 alexander, musolino,43, duggan street, the bend, kareela,2483, nsw,19850417,4595017,<=50K
 arren, wiseman,305, morant circuit, the village condo 7, st albans,2027, vic,19660719,5442212,<=50K
 lydia, ryan,48, davis street, wychwood, eaglemont,3138, nsw,19370701,8755417,<=50K
 noah, rawlings,6, melrose drive, lethbridge court, darlington,3216, nsw,19680922,8526649,>50K
 jayde, crouch,42, weston street, waimaru, niagara park,2119, wa,19250406,8892697,<=50K
 charlie, gaskin,24, james smith circuit, villa 2, gawler river,2641, vic,19590904,3925628,<=50K
 rebecca, boothroyd,1, gatton street, rosedale, wiseleigh,3690, nsw,19001103,3436597,<=50K
 alisha, rawlings,40, hyndes crescent, white sands tourist park (cnr beach), bayswater,2754, nsw,19150122,1114083,<=50K
 drew, bishop,6, gask place, balala station, heywood,3058, nsw,19000402,1553804,<=50K
 alexander, bishop,7, canberra avenue, dunbogan caravan park, ryde,6164, nsw,19140306,3194688,>50K
 carmen, wiseman,41, sherwin place, wangi shoppng centre, newborough,2216, wa,19000714,2741568,>50K
 alexander, stephenson,319, kinsella street, windy gully, lalor,5043, vic,19940316,1986381,>50K
 george, mccarthy,35, clubbe crescent, yakilli park, mentone,2540, vic,19350704,9460223,<=50K
 alana, frahn,530, a'beckett street, pyramid caravn park, lakes entrance,2477, vic,19630307,4624018,<=50K
 zachary, jevons,79, pankhurst crescent, old farm, oyster bay,4123, nsw,19010908,9596699,<=50K
 katelyn, goldsworthy,10, meyers place, tinnaroo falls, bundamba,3127, qld,19880820,1519466,>50K
 nicole, madigan,8, carroll street, newton park, goonellabah,2749, qld,19610919,3710610,<=50K
 jade, stronach,4, broadsmith street, miami, denmark,2251, nsw,19090102,5258162,<=50K
 joshua, webb,1, perry drive, shire clerk, greenwood,2583, wa,19411204,7883180,>50K
 ruby, mason,18, hurley street, openshaw, samford valley,3805, qld,19420728,1047066,<=50K
 flynn, gloster,2, davies place, canowindra, andergrove,2519, nsw,19570911,5757208,<=50K
 jasmine, matthews,25, osburn drive, marathon mews, burwood,3185, wa,19691211,9299325,<=50K
 patrick, newbown,8, la perouse street, vaughan vlge, rose bay,6430, qld,19470920,2408047,<=50K
 oliver, jacobus,6, tiptree crescent, crestfield, lansvale,4013, vic,19260331,1158763,<=50K
 ashleigh, rollins,22, mcrae place, mansfield park, dapto,4670, tas,19180307,4706557,<=50K
 mitchell, matthews,21, kulgera street, the willows, north beach,4109, vic,19590701,8051712,<=50K
 lucy, kranenborg,19, clara close, blue hills, bargara,6030, nsw,19740827,7896434,<=50K
 samuel, gilbertson,7, phillips place, bulliac street, potts point,6151, qld,19581011,9448590,>50K
 jayme, frew,18, la trobe close, water fall, ballarat,2540, vic,19960831,7540258,>50K
 alia, taubert,178, maurice place, lindsey rise, belmont,4802, nsw,19160125,3241981,<=50K
 shane, milburn,4, topp place, north nowra shopping centre, gunalda,2257, vic,19300311,7717125,<=50K
 anthony, gripton,5, blackburn street, westella, peregian beach,3020, nsw,19890804,4803978,<=50K
 bianca, brummer-archer,311, henry melville crescent, rosetta village, strathdickie,3023, qld,19890705,9167456,<=50K
 riley, bishop,15, hyndes crescent, villa 2, toukley,2641, qld,19741020,9752897,<=50K
 isabella, lowe,18, wolff crescent, learmont, sylvania,2032, nsw,19771116,5672191,<=50K
 kai, wilczek,83, oliver street, appleglen, toowoomba,2785, wa,19290502,1878744,<=50K
 ashleigh, neumann,13, hadlow drive, ningana, canterbury,2208, vic,19961127,5633162,<=50K
 samuel, goldsworthy,28, louis loder street, grant patch, naremburn,4055, sa,19270607,5061165,<=50K
 gabrielle, rees,27, julia flynn avenue, villa 2, leongatha,4300, vic,19580720,9209231,<=50K
 mackenzie, collinson,24, beaurepaire crescent, riverside park, maryborough,3444, nsw,19750803,1576308,>50K
 dean, webb,52, buggy crescent, mount patrick, stratton,3138, nsw,19171128,4129591,>50K
 tara, nguyen,38, anembo street, hattah-kulkyne, kurri kurri,4405, nsw,19640410,8872454,<=50K
 abbie, limbert,7, burraly court, yurnga, oyster bay,7310, sa,19061013,2508428,<=50K
 lachlan, white,1, atherton street, the mews royal hotel bldg, alexandra bridge,3390, vic,19810422,5260328,>50K
 emiily, wilson-wheeler,1, woolcock street, willandra, taree,2477, qld,19610625,8119451,>50K
 gemma, lowe,36, forbes street, nunkeri (cnr linburn r road, trevallyn,3199, wa,19700524,5918591,<=50K
