index,street_number,postcode,state,date_of_birth,salary-class
759_b,[21-251],[2038-2229],"['nsw', 'qld']",[19631227-19690906],>50K
78_b,[6-91],[2075-2208],"['nsw', 'vic']",[19631104-19690127],<=50K
309_b,[6-91],[2075-2208],"['nsw', 'vic']",[19631104-19690127],>50K
689_b,[6-91],[2075-2208],"['nsw', 'vic']",[19631104-19690127],<=50K
820_b,[6-91],[2075-2208],"['nsw', 'vic']",[19631104-19690127],<=50K
203_b,[7-63],[2014-2226],"['nsw', 'qld', 'vic']",[19690329-19691102],<=50K
485_b,[7-63],[2014-2226],"['nsw', 'qld', 'vic']",[19690329-19691102],<=50K
784_b,[7-63],[2014-2226],"['nsw', 'qld', 'vic']",[19690329-19691102],<=50K
809_b,[7-63],[2014-2226],"['nsw', 'qld', 'vic']",[19690329-19691102],<=50K
441_b,[16-220],[2290-2340],"['nsw', 'qld']",[19620826-19641221],<=50K
587_b,[16-220],[2290-2340],"['nsw', 'qld']",[19620826-19641221],<=50K
591_b,[16-220],[2290-2340],"['nsw', 'qld']",[19620826-19641221],<=50K
953_b,[16-220],[2290-2340],"['nsw', 'qld']",[19620826-19641221],>50K
46_b,[11-24],[2430-2484],"['nsw', 'wa']",[19621226-19650317],<=50K
525_b,[11-24],[2430-2484],"['nsw', 'wa']",[19621226-19650317],<=50K
703_b,[11-24],[2430-2484],"['nsw', 'wa']",[19621226-19650317],<=50K
927_b,[11-24],[2430-2484],"['nsw', 'wa']",[19621226-19650317],<=50K
188_b,[26-32],[2250-2450],"['nsw', 'nt', 'sa', 'vic']",[19640311-19730628],<=50K
280_b,[26-32],[2250-2450],"['nsw', 'nt', 'sa', 'vic']",[19640311-19730628],>50K
324_b,[26-32],[2250-2450],"['nsw', 'nt', 'sa', 'vic']",[19640311-19730628],<=50K
606_b,[26-32],[2250-2450],"['nsw', 'nt', 'sa', 'vic']",[19640311-19730628],<=50K
175_b,[38-530],[2260-2477],"['sa', 'vic', 'wa']",[19630307-19740903],>50K
396_b,[38-530],[2260-2477],"['sa', 'vic', 'wa']",[19630307-19740903],<=50K
675_b,[38-530],[2260-2477],"['sa', 'vic', 'wa']",[19630307-19740903],<=50K
770_b,[38-530],[2260-2477],"['sa', 'vic', 'wa']",[19630307-19740903],>50K
383_b,[4-23],[2528-2537],"['nsw', 'wa']",[19670119-19700416],<=50K
468_b,[4-23],[2528-2537],"['nsw', 'wa']",[19670119-19700416],<=50K
757_b,[4-23],[2528-2537],"['nsw', 'wa']",[19670119-19700416],<=50K
814_b,[4-23],[2528-2537],"['nsw', 'wa']",[19670119-19700416],<=50K
381_b,[15-335],[2556-2577],"['nsw', 'sa']",[19621123-19711319],<=50K
663_b,[15-335],[2556-2577],"['nsw', 'sa']",[19621123-19711319],<=50K
741_b,[15-335],[2556-2577],"['nsw', 'sa']",[19621123-19711319],<=50K
762_b,[15-335],[2556-2577],"['nsw', 'sa']",[19621123-19711319],<=50K
622_b,[27-181],[2578-2770],"['nsw', 'sa', 'wa']",[19651205-19680620],<=50K
653_b,[27-181],[2578-2770],"['nsw', 'sa', 'wa']",[19651205-19680620],>50K
834_b,[27-181],[2578-2770],"['nsw', 'sa', 'wa']",[19651205-19680620],<=50K
928_b,[27-181],[2578-2770],"['nsw', 'sa', 'wa']",[19651205-19680620],<=50K
267_b,[28-59],[2620-2871],['nsw'],[19640410-19700617],>50K
628_b,[28-59],[2620-2871],['nsw'],[19640410-19700617],<=50K
931_b,[28-59],[2620-2871],['nsw'],[19640410-19700617],<=50K
178_b,[1-12],[3130-3280],"['qld', 'sa', 'wa']",[19630225-19710926],<=50K
351_b,[1-12],[3130-3280],"['qld', 'sa', 'wa']",[19630225-19710926],<=50K
408_b,[1-12],[3130-3280],"['qld', 'sa', 'wa']",[19630225-19710926],<=50K
966_b,[1-12],[3130-3280],"['qld', 'sa', 'wa']",[19630225-19710926],<=50K
318_b,[24-124],[3055-3233],['nsw'],[19621215-19720728],<=50K
508_b,[24-124],[3055-3233],['nsw'],[19621215-19720728],<=50K
641_b,[24-124],[3055-3233],['nsw'],[19621215-19720728],>50K
936_b,[24-124],[3055-3233],['nsw'],[19621215-19720728],>50K
162_b,[31-352],[3053-3492],"['qld', 'sa']",[19621211-19670320],<=50K
329_b,[31-352],[3053-3492],"['qld', 'sa']",[19621211-19670320],<=50K
576_b,[31-352],[3053-3492],"['qld', 'sa']",[19621211-19670320],>50K
771_b,[31-352],[3053-3492],"['qld', 'sa']",[19621211-19670320],>50K
354_b,[70-92],[3030-3056],"['act', 'nsw']",[19700526-19700807],<=50K
561_b,[70-92],[3030-3056],"['act', 'nsw']",[19700526-19700807],<=50K
773_b,[70-92],[3030-3056],"['act', 'nsw']",[19700526-19700807],<=50K
20_b,[1-113],[3501-3630],"['nsw', 'vic', 'wa']",[19650120-19670273],<=50K
235_b,[1-113],[3501-3630],"['nsw', 'vic', 'wa']",[19650120-19670273],<=50K
614_b,[1-113],[3501-3630],"['nsw', 'vic', 'wa']",[19650120-19670273],>50K
795_b,[1-113],[3501-3630],"['nsw', 'vic', 'wa']",[19650120-19670273],<=50K
924_b,[1-113],[3501-3630],"['nsw', 'vic', 'wa']",[19650120-19670273],<=50K
338_b,[20-40],[3500-3757],"['qld', 'wa']",[19670914-19730509],<=50K
532_b,[20-40],[3500-3757],"['qld', 'wa']",[19670914-19730509],<=50K
719_b,[20-40],[3500-3757],"['qld', 'wa']",[19670914-19730509],>50K
833_b,[20-40],[3500-3757],"['qld', 'wa']",[19670914-19730509],>50K
960_b,[20-40],[3500-3757],"['qld', 'wa']",[19670914-19730509],<=50K
224_b,[15-45],[3803-4077],"['act', 'nsw', 'vic']",[19650804-19731016],<=50K
469_b,[15-45],[3803-4077],"['act', 'nsw', 'vic']",[19650804-19731016],<=50K
707_b,[15-45],[3803-4077],"['act', 'nsw', 'vic']",[19650804-19731016],>50K
825_b,[15-45],[3803-4077],"['act', 'nsw', 'vic']",[19650804-19731016],<=50K
262_b,[5-74],[3803-4020],"['act', 'vci', 'wa']",[19640105-19731016],<=50K
479_b,[5-74],[3803-4020],"['act', 'vci', 'wa']",[19640105-19731016],<=50K
495_b,[5-74],[3803-4020],"['act', 'vci', 'wa']",[19640105-19731016],<=50K
361_b,[2-18],[4109-4215],"['nsw', 'sa', 'vic']",[19620602-19721204],<=50K
410_b,[2-18],[4109-4215],"['nsw', 'sa', 'vic']",[19620602-19721204],<=50K
443_b,[2-18],[4109-4215],"['nsw', 'sa', 'vic']",[19620602-19721204],<=50K
852_b,[2-18],[4109-4215],"['nsw', 'sa', 'vic']",[19620602-19721204],<=50K
516_b,[27-317],[4163-4558],['nsw'],[19680428-19731030],<=50K
654_b,[27-317],[4163-4558],['nsw'],[19680428-19731030],<=50K
940_b,[27-317],[4163-4558],['nsw'],[19680428-19731030],>50K
213_b,[37-575],[4103-4215],"['nsw', 'sa', 'wa']",[19631011-19721204],<=50K
496_b,[37-575],[4103-4215],"['nsw', 'sa', 'wa']",[19631011-19721204],>50K
783_b,[37-575],[4103-4215],"['nsw', 'sa', 'wa']",[19631011-19721204],<=50K
915_b,[37-575],[4103-4215],"['nsw', 'sa', 'wa']",[19631011-19721204],<=50K
74_b,[8-42],[4487-4490],"['sa', 'wa']",[19650607-19701002],<=50K
658_b,[8-42],[4487-4490],"['sa', 'wa']",[19650607-19701002],>50K
742_b,[8-42],[4487-4490],"['sa', 'wa']",[19650607-19701002],<=50K
595_b,[12-23],[4573-4753],['vic'],[19690425-19721029],>50K
599_b,[12-23],[4573-4753],['vic'],[19690425-19721029],<=50K
731_b,[12-23],[4573-4753],['vic'],[19690425-19721029],<=50K
796_b,[12-23],[4573-4753],['vic'],[19690425-19721029],>50K
340_b,[32-86],[4655-4740],"['nsw', 'vic']",[19671125-19700225],<=50K
365_b,[32-86],[4655-4740],"['nsw', 'vic']",[19671125-19700225],<=50K
750_b,[32-86],[4655-4740],"['nsw', 'vic']",[19671125-19700225],>50K
900_b,[32-86],[4655-4740],"['nsw', 'vic']",[19671125-19700225],>50K
538_b,[1-12],[4818-5084],"['nt', 'qld']",[19621027-19651211],<=50K
580_b,[1-12],[4818-5084],"['nt', 'qld']",[19621027-19651211],<=50K
735_b,[1-12],[4818-5084],"['nt', 'qld']",[19621027-19651211],<=50K
883_b,[1-12],[4818-5084],"['nt', 'qld']",[19621027-19651211],<=50K
43_b,[9-85],[4880-5098],"['nsw', 'vic']",[19640224-19740815],<=50K
100_b,[9-85],[4880-5098],"['nsw', 'vic']",[19640224-19740815],<=50K
199_b,[9-85],[4880-5098],"['nsw', 'vic']",[19640224-19740815],<=50K
375_b,[9-85],[4880-5098],"['nsw', 'vic']",[19640224-19740815],<=50K
430_b,[16-32],[5126-5167],"['qld', 'sa']",[19670425-19710527],>50K
549_b,[16-32],[5126-5167],"['qld', 'sa']",[19670425-19710527],<=50K
978_b,[16-32],[5126-5167],"['qld', 'sa']",[19670425-19710527],<=50K
980_b,[16-32],[5126-5167],"['qld', 'sa']",[19670425-19710527],<=50K
47_b,[10-39],[5198-5604],"['qld', 'sa', 'wa']",[19621116-19690807],>50K
111_b,[10-39],[5198-5604],"['qld', 'sa', 'wa']",[19621116-19690807],<=50K
535_b,[10-39],[5198-5604],"['qld', 'sa', 'wa']",[19621116-19690807],<=50K
898_b,[10-39],[5198-5604],"['qld', 'sa', 'wa']",[19621116-19690807],<=50K
281_b,[2-34],[6210-6560],"['nsw', 'qld', 'vic']",[19681012-19720613],>50K
342_b,[2-34],[6210-6560],"['nsw', 'qld', 'vic']",[19681012-19720613],<=50K
594_b,[2-34],[6210-6560],"['nsw', 'qld', 'vic']",[19681012-19720613],>50K
715_b,[2-34],[6210-6560],"['nsw', 'qld', 'vic']",[19681012-19720613],<=50K
206_b,[7-46],[6169-7250],['qld'],[19660326-19670715],<=50K
651_b,[7-46],[6169-7250],['qld'],[19660326-19670715],<=50K
829_b,[7-46],[6169-7250],['qld'],[19660326-19670715],<=50K
221_b,[2-293],[2035-2257],"['nsw', 'vic']",[19760319-19780324],<=50K
236_b,[2-293],[2035-2257],"['nsw', 'vic']",[19760319-19780324],<=50K
425_b,[2-293],[2035-2257],"['nsw', 'vic']",[19760319-19780324],<=50K
857_b,[2-293],[2035-2257],"['nsw', 'vic']",[19760319-19780324],>50K
926_b,[2-293],[2035-2257],"['nsw', 'vic']",[19760319-19780324],<=50K
19_b,[9-86],[2000-2248],"['nsw', 'vic']",[19760319-19770129],<=50K
500_b,[9-86],[2000-2248],"['nsw', 'vic']",[19760319-19770129],<=50K
749_b,[9-86],[2000-2248],"['nsw', 'vic']",[19760319-19770129],<=50K
195_b,[5-86],[2428-2540],"['nt', 'sa', 'vic']",[19750104-19760618],<=50K
426_b,[5-86],[2428-2540],"['nt', 'sa', 'vic']",[19750104-19760618],<=50K
644_b,[5-86],[2428-2540],"['nt', 'sa', 'vic']",[19750104-19760618],>50K
865_b,[5-86],[2428-2540],"['nt', 'sa', 'vic']",[19750104-19760618],>50K
129_b,[7-12],[2428-2575],['vic'],[19760830-19790705],<=50K
159_b,[7-12],[2428-2575],['vic'],[19760830-19790705],<=50K
678_b,[7-12],[2428-2575],['vic'],[19760830-19790705],<=50K
772_b,[7-12],[2428-2575],['vic'],[19760830-19790705],<=50K
98_b,[7-48],[2765-3043],"['nsw', 'sa']",[19750509-19800101],<=50K
168_b,[7-48],[2765-3043],"['nsw', 'sa']",[19750509-19800101],<=50K
477_b,[7-48],[2765-3043],"['nsw', 'sa']",[19750509-19800101],>50K
779_b,[7-48],[2765-3043],"['nsw', 'sa']",[19750509-19800101],>50K
837_b,[7-48],[2765-3043],"['nsw', 'sa']",[19750509-19800101],>50K
163_b,[7-42],[3078-3150],"['nsw', 'qld']",[19780603-19800509],>50K
624_b,[7-42],[3078-3150],"['nsw', 'qld']",[19780603-19800509],<=50K
662_b,[7-42],[3078-3150],"['nsw', 'qld']",[19780603-19800509],<=50K
819_b,[7-42],[3078-3150],"['nsw', 'qld']",[19780603-19800509],<=50K
951_b,[7-42],[3078-3150],"['nsw', 'qld']",[19780603-19800509],<=50K
39_b,[103-159],[3191-3284],"['nsw', 'vic']",[19770224-19790913],<=50K
364_b,[103-159],[3191-3284],"['nsw', 'vic']",[19770224-19790913],<=50K
721_b,[103-159],[3191-3284],"['nsw', 'vic']",[19770224-19790913],>50K
211_b,[18-169],[3162-3364],"['nsw', 'vic']",[19770109-19780527],<=50K
328_b,[18-169],[3162-3364],"['nsw', 'vic']",[19770109-19780527],<=50K
333_b,[18-169],[3162-3364],"['nsw', 'vic']",[19770109-19780527],<=50K
200_b,[2-35],[2016-2570],"['qld', 'tas', 'vic']",[19810305-19820728],<=50K
274_b,[2-35],[2016-2570],"['qld', 'tas', 'vic']",[19810305-19820728],>50K
301_b,[2-35],[2016-2570],"['qld', 'tas', 'vic']",[19810305-19820728],<=50K
312_b,[2-35],[2016-2570],"['qld', 'tas', 'vic']",[19810305-19820728],>50K
137_b,[5-310],[3672-3820],['qld'],[19800728-19830111],<=50K
245_b,[5-310],[3672-3820],['qld'],[19800728-19830111],<=50K
557_b,[5-310],[3672-3820],['qld'],[19800728-19830111],<=50K
758_b,[5-310],[3672-3820],['qld'],[19800728-19830111],<=50K
371_b,[57-562],[2133-3910],"['nsw', 'qld', 'wa']",[19800810-19820831],<=50K
505_b,[57-562],[2133-3910],"['nsw', 'qld', 'wa']",[19800810-19820831],<=50K
709_b,[57-562],[2133-3910],"['nsw', 'qld', 'wa']",[19800810-19820831],<=50K
723_b,[57-562],[2133-3910],"['nsw', 'qld', 'wa']",[19800810-19820831],<=50K
317_b,[72-840],[2643-3177],"['nsw', 'ss']",[19811201-19830807],<=50K
405_b,[72-840],[2643-3177],"['nsw', 'ss']",[19811201-19830807],<=50K
461_b,[72-840],[2643-3177],"['nsw', 'ss']",[19811201-19830807],>50K
812_b,[72-840],[2643-3177],"['nsw', 'ss']",[19811201-19830807],<=50K
50_b,[1-120],[2287-3810],"['nsw', 'sa']",[19860415-19871019],>50K
414_b,[1-120],[2287-3810],"['nsw', 'sa']",[19860415-19871019],>50K
704_b,[1-120],[2287-3810],"['nsw', 'sa']",[19860415-19871019],>50K
718_b,[1-120],[2287-3810],"['nsw', 'sa']",[19860415-19871019],<=50K
15_b,[2-26],[2037-3130],"['tas', 'vic']",[19831019-19870429],>50K
409_b,[2-26],[2037-3130],"['tas', 'vic']",[19831019-19870429],<=50K
475_b,[2-26],[2037-3130],"['tas', 'vic']",[19831019-19870429],<=50K
574_b,[2-26],[2037-3130],"['tas', 'vic']",[19831019-19870429],>50K
326_b,[32-47],[2570-3148],"['nsw', 'qld', 'vic']",[19831227-19860413],>50K
402_b,[32-47],[2570-3148],"['nsw', 'qld', 'vic']",[19831227-19860413],>50K
856_b,[32-47],[2570-3148],"['nsw', 'qld', 'vic']",[19831227-19860413],>50K
985_b,[32-47],[2570-3148],"['nsw', 'qld', 'vic']",[19831227-19860413],<=50K
165_b,[6-8],[2062-2750],"['nsw', 'qld']",[19860416-19871116],<=50K
390_b,[6-8],[2062-2750],"['nsw', 'qld']",[19860416-19871116],<=50K
832_b,[6-8],[2062-2750],"['nsw', 'qld']",[19860416-19871116],<=50K
58_b,[2-218],[3943-4030],"['nsw', 'vic']",[19840516-19860113],>50K
560_b,[2-218],[3943-4030],"['nsw', 'vic']",[19840516-19860113],<=50K
917_b,[2-218],[3943-4030],"['nsw', 'vic']",[19840516-19860113],>50K
972_b,[2-218],[3943-4030],"['nsw', 'vic']",[19840516-19860113],<=50K
83_b,[45-64],[3914-4059],"['nsw', 'sa']",[19760409-19761107],<=50K
377_b,[45-64],[3914-4059],"['nsw', 'sa']",[19760409-19761107],<=50K
738_b,[45-64],[3914-4059],"['nsw', 'sa']",[19760409-19761107],<=50K
920_b,[45-64],[3914-4059],"['nsw', 'sa']",[19760409-19761107],>50K
145_b,[9-46],[4069-4109],['vic'],[19770403-19860102],<=50K
526_b,[9-46],[4069-4109],['vic'],[19770403-19860102],<=50K
546_b,[9-46],[4069-4109],['vic'],[19770403-19860102],<=50K
906_b,[9-46],[4069-4109],['vic'],[19770403-19860102],<=50K
986_b,[9-46],[4069-4109],['vic'],[19770403-19860102],<=50K
259_b,[24-25],[4125-4164],"['qld', 'wa']",[19860411-19860610],<=50K
439_b,[24-25],[4125-4164],"['qld', 'wa']",[19860411-19860610],<=50K
948_b,[24-25],[4125-4164],"['qld', 'wa']",[19860411-19860610],<=50K
92_b,[4-93],[4178-4221],"['act', 'qld', 'vic']",[19740918-19860331],<=50K
572_b,[4-93],[4178-4221],"['act', 'qld', 'vic']",[19740918-19860331],<=50K
657_b,[4-93],[4178-4221],"['act', 'qld', 'vic']",[19740918-19860331],<=50K
744_b,[4-93],[4178-4221],"['act', 'qld', 'vic']",[19740918-19860331],>50K
52_b,[47-90],[4301-4370],"['nsw', 'sa']",[19750202-19800116],<=50K
291_b,[47-90],[4301-4370],"['nsw', 'sa']",[19750202-19800116],<=50K
615_b,[47-90],[4301-4370],"['nsw', 'sa']",[19750202-19800116],<=50K
638_b,[47-90],[4301-4370],"['nsw', 'sa']",[19750202-19800116],<=50K
99_b,[5-13],[4551-4814],"['nsw', 'qld', 'vic']",[19741118-19821023],<=50K
243_b,[5-13],[4551-4814],"['nsw', 'qld', 'vic']",[19741118-19821023],<=50K
438_b,[5-13],[4551-4814],"['nsw', 'qld', 'vic']",[19741118-19821023],<=50K
859_b,[5-13],[4551-4814],"['nsw', 'qld', 'vic']",[19741118-19821023],<=50K
962_b,[5-13],[4551-4814],"['nsw', 'qld', 'vic']",[19741118-19821023],<=50K
25_b,[6-59],[4505-4740],"['nsw', 'qld', 'sa']",[19750706-19791112],<=50K
133_b,[6-59],[4505-4740],"['nsw', 'qld', 'sa']",[19750706-19791112],<=50K
325_b,[6-59],[4505-4740],"['nsw', 'qld', 'sa']",[19750706-19791112],<=50K
84_b,[4-16],[4818-5032],"['nsw', 'vic']",[19741121-19840808],>50K
122_b,[4-16],[4818-5032],"['nsw', 'vic']",[19741121-19840808],<=50K
630_b,[4-16],[4818-5032],"['nsw', 'vic']",[19741121-19840808],<=50K
711_b,[4-16],[4818-5032],"['nsw', 'vic']",[19741121-19840808],>50K
69_b,[4-69],[5048-5063],"['qld', 'vic']",[19760522-19871206],>50K
412_b,[4-69],[5048-5063],"['qld', 'vic']",[19760522-19871206],<=50K
645_b,[4-69],[5048-5063],"['qld', 'vic']",[19760522-19871206],<=50K
807_b,[4-69],[5048-5063],"['qld', 'vic']",[19760522-19871206],<=50K
451_b,[10-16],[5608-6019],"['act', 'nsw', 'vic']",[19760322-19841123],>50K
484_b,[10-16],[5608-6019],"['act', 'nsw', 'vic']",[19760322-19841123],<=50K
626_b,[10-16],[5608-6019],"['act', 'nsw', 'vic']",[19760322-19841123],<=50K
782_b,[10-16],[5608-6019],"['act', 'nsw', 'vic']",[19760322-19841123],<=50K
209_b,[7-31],[5172-6000],"['qld', 'tas']",[19750818-19770116],>50K
603_b,[7-31],[5172-6000],"['qld', 'tas']",[19750818-19770116],<=50K
789_b,[7-31],[5172-6000],"['qld', 'tas']",[19750818-19770116],>50K
180_b,[1-18],[6027-6401],"['nsw', 'qld', 'vic']",[19741208-19831230],<=50K
261_b,[1-18],[6027-6401],"['nsw', 'qld', 'vic']",[19741208-19831230],>50K
314_b,[1-18],[6027-6401],"['nsw', 'qld', 'vic']",[19741208-19831230],<=50K
434_b,[1-18],[6027-6401],"['nsw', 'qld', 'vic']",[19741208-19831230],<=50K
729_b,[1-18],[6027-6401],"['nsw', 'qld', 'vic']",[19741208-19831230],>50K
13_b,[7-33],[6210-6430],"['nsw', 'vic']",[19750513-19810222],>50K
529_b,[7-33],[6210-6430],"['nsw', 'vic']",[19750513-19810222],<=50K
868_b,[7-33],[6210-6430],"['nsw', 'vic']",[19750513-19810222],>50K
105_b,[10-76],[6530-7190],"['as', 'vic']",[19760629-19790821],<=50K
194_b,[10-76],[6530-7190],"['as', 'vic']",[19760629-19790821],<=50K
491_b,[10-76],[6530-7190],"['as', 'vic']",[19760629-19790821],>50K
987_b,[10-76],[6530-7190],"['as', 'vic']",[19760629-19790821],>50K
334_b,[12-61],[7216-7256],"['qld', 'vic']",[19780204-19810626],<=50K
493_b,[12-61],[7216-7256],"['qld', 'vic']",[19780204-19810626],<=50K
983_b,[12-61],[7216-7256],"['qld', 'vic']",[19780204-19810626],<=50K
48_b,[1-16],[1349-2134],"['nsw', 'qld', 'sa']",[19940504-19960904],>50K
112_b,[1-16],[1349-2134],"['nsw', 'qld', 'sa']",[19940504-19960904],<=50K
596_b,[1-16],[1349-2134],"['nsw', 'qld', 'sa']",[19940504-19960904],<=50K
921_b,[1-16],[1349-2134],"['nsw', 'qld', 'sa']",[19940504-19960904],<=50K
7_b,[19-32],[2024-2138],"['qld', 'vic']",[19900510-19961120],<=50K
22_b,[19-32],[2024-2138],"['qld', 'vic']",[19900510-19961120],<=50K
487_b,[19-32],[2024-2138],"['qld', 'vic']",[19900510-19961120],<=50K
797_b,[19-32],[2024-2138],"['qld', 'vic']",[19900510-19961120],>50K
2_b,[4-44],[2000-2076],"['qld', 'sa']",[19880516-19970102],<=50K
358_b,[4-44],[2000-2076],"['qld', 'sa']",[19880516-19970102],>50K
376_b,[4-44],[2000-2076],"['qld', 'sa']",[19880516-19970102],<=50K
786_b,[4-44],[2000-2076],"['qld', 'sa']",[19880516-19970102],<=50K
110_b,[5-59],[2026-2147],"['act', 'nsw', 'qld']",[19900616-19980521],<=50K
252_b,[5-59],[2026-2147],"['act', 'nsw', 'qld']",[19900616-19980521],<=50K
649_b,[5-59],[2026-2147],"['act', 'nsw', 'qld']",[19900616-19980521],<=50K
873_b,[5-59],[2026-2147],"['act', 'nsw', 'qld']",[19900616-19980521],<=50K
134_b,[8-19],[2148-2196],"['qld', 'vic', 'wa']",[19890604-19930530],>50K
302_b,[8-19],[2148-2196],"['qld', 'vic', 'wa']",[19890604-19930530],<=50K
370_b,[8-19],[2148-2196],"['qld', 'vic', 'wa']",[19890604-19930530],<=50K
437_b,[8-19],[2148-2196],"['qld', 'vic', 'wa']",[19890604-19930530],<=50K
131_b,[8-24],[2204-2295],"['qld', 'vic', 'wa']",[19911112-19970728],<=50K
171_b,[8-24],[2204-2295],"['qld', 'vic', 'wa']",[19911112-19970728],<=50K
210_b,[8-24],[2204-2295],"['qld', 'vic', 'wa']",[19911112-19970728],<=50K
292_b,[8-24],[2204-2295],"['qld', 'vic', 'wa']",[19911112-19970728],<=50K
127_b,[40-59],[2300-2428],"['act', 'nsw']",[19921231-19960110],<=50K
537_b,[40-59],[2300-2428],"['act', 'nsw']",[19921231-19960110],<=50K
813_b,[40-59],[2300-2428],"['act', 'nsw']",[19921231-19960110],>50K
903_b,[40-59],[2300-2428],"['act', 'nsw']",[19921231-19960110],<=50K
285_b,[33-358],[2440-2536],"['nsw', 'qld']",[19910111-19931007],<=50K
313_b,[33-358],[2440-2536],"['nsw', 'qld']",[19910111-19931007],<=50K
404_b,[33-358],[2440-2536],"['nsw', 'qld']",[19910111-19931007],<=50K
113_b,[1-10],[2540-2749],"['nsw', 'qld', 'vic']",[19900926-19990726],<=50K
449_b,[1-10],[2540-2749],"['nsw', 'qld', 'vic']",[19900926-19990726],<=50K
635_b,[1-10],[2540-2749],"['nsw', 'qld', 'vic']",[19900926-19990726],<=50K
886_b,[1-10],[2540-2749],"['nsw', 'qld', 'vic']",[19900926-19990726],<=50K
916_b,[1-10],[2540-2749],"['nsw', 'qld', 'vic']",[19900926-19990726],>50K
177_b,[19-123],[3023-3028],"['qld', 'vic']",[19960914-19990918],<=50K
343_b,[19-123],[3023-3028],"['qld', 'vic']",[19960914-19990918],>50K
836_b,[19-123],[3023-3028],"['qld', 'vic']",[19960914-19990918],<=50K
290_b,[22-27],[2565-2753],"['sa', 'tas', 'wa']",[19940329-19950228],<=50K
629_b,[22-27],[2565-2753],"['sa', 'tas', 'wa']",[19940329-19950228],<=50K
808_b,[22-27],[2565-2753],"['sa', 'tas', 'wa']",[19940329-19950228],>50K
842_b,[22-27],[2565-2753],"['sa', 'tas', 'wa']",[19940329-19950228],>50K
271_b,[3-35],[2565-3018],"['qld', 'sa', 'wa']",[19900716-19970331],<=50K
415_b,[3-35],[2565-3018],"['qld', 'sa', 'wa']",[19900716-19970331],<=50K
559_b,[3-35],[2565-3018],"['qld', 'sa', 'wa']",[19900716-19970331],>50K
943_b,[3-35],[2565-3018],"['qld', 'sa', 'wa']",[19900716-19970331],>50K
217_b,[1-232],[3107-3134],"['qld', 'sa']",[19901230-19990618],>50K
225_b,[1-232],[3107-3134],"['qld', 'sa']",[19901230-19990618],<=50K
411_b,[1-232],[3107-3134],"['qld', 'sa']",[19901230-19990618],<=50K
459_b,[1-232],[3107-3134],"['qld', 'sa']",[19901230-19990618],<=50K
28_b,[6-50],[3034-3132],"['nsw', 'sa']",[19901212-19991212],<=50K
44_b,[6-50],[3034-3132],"['nsw', 'sa']",[19901212-19991212],<=50K
566_b,[6-50],[3034-3132],"['nsw', 'sa']",[19901212-19991212],<=50K
774_b,[6-50],[3034-3132],"['nsw', 'sa']",[19901212-19991212],<=50K
435_b,[12-30],[3197-3280],"['nsw', 'vic']",[19960812-19991221],>50K
523_b,[12-30],[3197-3280],"['nsw', 'vic']",[19960812-19991221],<=50K
627_b,[12-30],[3197-3280],"['nsw', 'vic']",[19960812-19991221],<=50K
705_b,[12-30],[3197-3280],"['nsw', 'vic']",[19960812-19991221],<=50K
77_b,[9-72],[3158-3280],"['nsw', 'wa']",[19911129-19930218],<=50K
212_b,[9-72],[3158-3280],"['nsw', 'wa']",[19911129-19930218],<=50K
389_b,[9-72],[3158-3280],"['nsw', 'wa']",[19911129-19930218],>50K
393_b,[10-122],[6064-7310],"['qld', 'tas', 'vic']",[19901006-19931105],>50K
681_b,[10-122],[6064-7310],"['qld', 'tas', 'vic']",[19901006-19931105],>50K
697_b,[10-122],[6064-7310],"['qld', 'tas', 'vic']",[19901006-19931105],<=50K
714_b,[10-122],[6064-7310],"['qld', 'tas', 'vic']",[19901006-19931105],<=50K
839_b,[10-122],[6064-7310],"['qld', 'tas', 'vic']",[19901006-19931105],<=50K
277_b,[13-140],[5157-7184],"['nsw', 'tas', 'wa']",[19920309-19921019],<=50K
840_b,[13-140],[5157-7184],"['nsw', 'tas', 'wa']",[19920309-19921019],<=50K
929_b,[13-140],[5157-7184],"['nsw', 'tas', 'wa']",[19920309-19921019],<=50K
3_b,[2-22],[3943-4680],"['nsw', 'vic']",[19901018-19940724],<=50K
509_b,[2-22],[3943-4680],"['nsw', 'vic']",[19901018-19940724],<=50K
604_b,[2-22],[3943-4680],"['nsw', 'vic']",[19901018-19940724],>50K
894_b,[2-22],[3943-4680],"['nsw', 'vic']",[19901018-19940724],>50K
268_b,[19-199],[5109-7252],"['qld', 'sa', 'vic']",[19881210-19950831],>50K
524_b,[19-199],[5109-7252],"['qld', 'sa', 'vic']",[19881210-19950831],<=50K
828_b,[19-199],[5109-7252],"['qld', 'sa', 'vic']",[19881210-19950831],<=50K
848_b,[19-199],[5109-7252],"['qld', 'sa', 'vic']",[19881210-19950831],<=50K
55_b,[23-298],[3691-5118],"['nsw', 'sa', 'vic']",[19901001-19920302],>50K
563_b,[23-298],[3691-5118],"['nsw', 'sa', 'vic']",[19901001-19920302],<=50K
680_b,[23-298],[3691-5118],"['nsw', 'sa', 'vic']",[19901001-19920302],>50K
899_b,[23-298],[3691-5118],"['nsw', 'sa', 'vic']",[19901001-19920302],<=50K
14_b,[6-74],[3976-6168],"['nsw', 'vic', 'wa']",[19880613-19920512],<=50K
219_b,[6-74],[3976-6168],"['nsw', 'vic', 'wa']",[19880613-19920512],<=50K
